epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
146,1.093,0.402,0.008763798791745414,67.07,91.62,0:03:14.408018,0:00:19.278273,yes,no
147,1.074,0.417,0.00846720336690871,67.70,91.33,0:03:14.679537,0:00:19.296501,yes,no
148,1.054,0.387,0.008174687162255667,68.59,92.04,0:03:14.572203,0:00:19.270869,yes,no
149,1.059,0.380,0.007886322351782785,67.90,91.65,0:03:14.638047,0:00:19.271177,yes,no
150,1.045,0.370,0.007602180085192145,68.54,92.34,0:03:14.772240,0:00:19.440794,yes,no
151,1.060,0.377,0.007322330470336316,68.15,91.45,0:03:14.673586,0:00:19.320462,yes,no
152,1.055,0.412,0.007046842555920285,68.24,92.12,0:03:14.698527,0:00:19.296403,yes,no
153,1.031,0.400,0.006775784314464719,69.24,92.31,0:03:14.708582,0:00:19.289001,yes,no
154,1.042,0.380,0.006509222625534758,68.74,92.43,0:03:14.686119,0:00:19.445782,yes,no
155,1.023,0.395,0.006247223259238513,69.27,92.01,0:03:14.713488,0:00:19.298989,yes,no
156,1.038,0.355,0.0059898508599992295,68.74,92.61,0:03:14.741717,0:00:19.442850,yes,no
157,1.031,0.375,0.005737168930605274,68.87,92.78,0:03:14.731270,0:00:19.511968,yes,no
158,1.044,0.367,0.005489239816541763,68.51,92.80,0:03:14.821351,0:00:19.438045,yes,no
159,1.016,0.353,0.005246124690607742,69.58,92.72,0:03:14.873752,0:00:19.313265,yes,no
160,1.021,0.337,0.005007883537822737,69.03,93.24,0:03:14.682894,0:00:19.450457,yes,no
161,1.012,0.329,0.004774575140626318,69.55,93.29,0:03:14.731879,0:00:19.452545,yes,no
162,1.018,0.341,0.00454625706437442,69.32,93.04,0:03:14.734596,0:00:19.300197,yes,no
163,1.017,0.311,0.004322985643135959,69.32,93.50,0:03:14.758072,0:00:19.447597,yes,no
164,1.019,0.372,0.0041048159657932504,69.01,92.90,0:03:14.746090,0:00:19.276768,yes,no
165,1.007,0.346,0.0038918018624496302,69.66,93.54,0:03:14.447836,0:00:19.430926,yes,no
166,0.991,0.339,0.0036839958911477027,70.07,93.35,0:03:14.866339,0:00:19.310786,yes,no
167,0.981,0.329,0.0034814493249014076,70.74,93.06,0:03:14.830080,0:00:19.293464,yes,no
168,0.988,0.336,0.003284212139045219,70.39,93.74,0:03:14.774599,0:00:19.450917,yes,no
169,0.982,0.365,0.003092332998903412,70.40,93.64,0:03:14.594792,0:00:19.278832,yes,no
170,0.983,0.299,0.002905859247782665,70.09,93.82,0:03:14.408609,0:00:19.434124,yes,no
171,0.969,0.311,0.0027248368952908068,70.79,94.00,0:03:14.434425,0:00:19.426336,yes,no
172,0.967,0.281,0.002549310605984613,71.04,94.17,0:03:14.408509,0:00:19.430452,yes,no
173,0.953,0.307,0.0023793236883495176,71.38,94.02,0:03:14.426164,0:00:19.276967,yes,no
174,0.967,0.355,0.002214918084113875,71.01,94.21,0:03:14.652095,0:00:19.429988,yes,no
175,0.953,0.342,0.0020561343579004786,71.63,94.27,0:03:14.649746,0:00:19.445180,yes,no
