epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
92,1.295,1.152,0.005704506159687911,53.54,58.49,0:01:39.230213,0:00:06.533761,no,yes
93,1.289,1.148,0.0056266661678215195,53.75,58.59,0:01:39.057502,0:00:06.502710,no,yes
94,1.285,1.201,0.005548671555455224,54.03,56.70,0:01:39.357119,0:00:06.237446,no,yes
95,1.289,1.152,0.0054705415665925695,53.81,58.30,0:01:39.394192,0:00:06.226915,no,yes
96,1.290,1.145,0.005392295478639223,53.88,58.25,0:01:39.322691,0:00:06.233260,no,yes
97,1.282,1.167,0.005313952597646565,54.22,57.41,0:01:39.248915,0:00:06.238191,no,yes
98,1.281,1.149,0.00523553225354821,54.32,58.55,0:01:39.319127,0:00:06.265313,no,yes
99,1.286,1.164,0.005157053795390639,54.16,57.95,0:01:39.580626,0:00:06.224479,no,yes
100,1.277,1.143,0.005078536586559101,54.37,59.00,0:01:39.278430,0:00:06.528692,no,yes
101,1.276,1.182,0.004999999999999997,54.14,57.63,0:01:39.278818,0:00:06.229335,no,yes
102,1.272,1.161,0.004921463413440894,54.56,58.19,0:01:39.282253,0:00:06.234958,no,yes
103,1.273,1.142,0.004842946204609355,54.32,58.79,0:01:39.280804,0:00:06.231636,no,yes
104,1.271,1.142,0.004764467746451784,54.52,58.14,0:01:39.243482,0:00:06.239703,no,yes
105,1.277,1.145,0.00468604740235343,54.39,58.66,0:01:39.287558,0:00:06.230221,no,yes
106,1.269,1.144,0.004607704521360773,54.88,58.73,0:01:39.292777,0:00:06.237822,no,yes
107,1.266,1.125,0.0045294584334074255,54.61,59.12,0:01:39.246370,0:00:06.520803,no,yes
108,1.264,1.129,0.004451328444544771,54.49,59.53,0:01:39.401897,0:00:06.548668,no,yes
109,1.267,1.146,0.004373333832178476,54.73,58.47,0:01:39.375151,0:00:06.233923,no,yes
110,1.271,1.136,0.004295493840312086,54.24,59.05,0:01:39.197308,0:00:06.231130,no,yes
111,1.264,1.155,0.004217827674798844,55.09,58.71,0:01:39.113745,0:00:06.233023,no,yes
112,1.263,1.123,0.00414035449860295,54.56,59.30,0:01:39.341680,0:00:06.210013,no,yes
113,1.265,1.132,0.004063093427071376,54.71,59.24,0:01:39.308487,0:00:06.212393,no,yes
114,1.264,1.135,0.003986063523217437,54.83,58.66,0:01:39.259106,0:00:06.231341,no,yes
115,1.262,1.136,0.003909283793017288,54.76,59.38,0:01:39.265726,0:00:06.239200,no,yes
116,1.262,1.129,0.0038327731807204714,54.70,59.90,0:01:39.689493,0:00:06.530357,no,yes
117,1.260,1.151,0.003756550564175725,54.65,59.15,0:01:39.161940,0:00:06.225323,no,yes
118,1.257,1.135,0.0036806347501731345,55.06,59.41,0:01:39.005534,0:00:06.219472,no,yes
119,1.256,1.107,0.003605044469803853,55.41,59.58,0:01:39.056721,0:00:06.216690,no,yes
120,1.254,1.134,0.00352979837383848,55.22,58.42,0:01:39.045510,0:00:06.225120,no,yes
121,1.255,1.119,0.0034549150281252636,55.11,59.32,0:01:39.160558,0:00:06.227555,no,yes
122,1.253,1.145,0.0033804129090092517,55.36,59.18,0:01:39.229486,0:00:06.238432,no,yes
123,1.248,1.100,0.003306310398773542,55.43,60.51,0:01:39.330658,0:00:06.526347,no,yes
124,1.248,1.109,0.003232625781103714,55.20,59.67,0:01:39.293356,0:00:06.234623,no,yes
125,1.249,1.170,0.0031593772365766104,55.25,57.25,0:01:39.347312,0:00:06.243772,no,yes
126,1.247,1.131,0.0030865828381745515,55.63,59.39,0:01:39.337099,0:00:06.232218,no,yes
127,1.242,1.159,0.0030142605468260956,55.68,58.66,0:01:39.241914,0:00:06.225599,no,yes
128,1.245,1.137,0.0029424282069744553,55.63,59.34,0:01:39.072830,0:00:06.209515,no,yes
129,1.242,1.138,0.002871103542174636,55.71,59.19,0:01:39.235540,0:00:06.245144,no,yes
130,1.245,1.194,0.0028003041507204235,55.35,56.65,0:01:39.310976,0:00:06.251511,no,yes
131,1.240,1.095,0.002730047501302266,55.76,60.96,0:01:39.465607,0:00:06.519635,no,yes
132,1.239,1.102,0.0026603509286971336,55.89,59.94,0:01:39.345762,0:00:06.226312,no,yes
133,1.239,1.101,0.0025912316294914224,55.84,60.15,0:01:39.728041,0:00:06.249478,no,yes
